account,sector,year_established,revenue,employees,office_location,subsidiary_of,Table,Field,Description,product,series,sales_price,opportunity_id,sales_agent,deal_stage,engage_date,close_date,close_value,manager,regional_office
Gekko & Co,,,,,,,,,,GTX Plus Basic,,,TTYSSNJH,Cassey Cress,Won,2017-10-23,2017-11-01,1027.0,,
Dontechi,,,,,,,,,,GTX Plus Basic,,,LROWI84G,Darcel Schlecht,Won,2017-10-23,2017-10-31,1237.0,,
Streethex,,,,,,,,,,GTX Plus Basic,,,IQAP70OD,Darcel Schlecht,Won,2017-10-23,2017-10-29,965.0,,
Inity,,,,,,,,,,GTXPro,,,JWWVG8KG,Darcel Schlecht,Won,2017-10-23,2017-11-03,5729.0,,
Isdom,,,,,,,,,,GTXPro,,,7PEL3AIZ,Darcel Schlecht,Won,2017-10-23,2017-10-24,5685.0,,
Rundofase,,,,,,,,,,GTXPro,,,NXQR7LX6,Darcel Schlecht,Won,2017-10-23,2017-10-26,4024.0,,
Silis,,,,,,,,,,GTX Basic,,,JL358E5T,Donn Cantrell,Won,2017-10-23,2017-12-12,511.0,,
Sonron,,,,,,,,,,GTX Plus Pro,,,DHUG18WU,Elease Gluck,Lost,2017-10-23,2017-10-30,0.0,,
Ontomedia,,,,,,,,,,GTXPro,,,T6ENEYKW,Garret Kinder,Lost,2017-10-23,2017-11-04,0.0,,
Stanredtax,,,,,,,,,,MG Advanced,,,3MGMH9AE,Gladys Colclough,Lost,2017-10-23,2017-10-24,0.0,,
Rangreen,,,,,,,,,,GTX Plus Pro,,,JJGRAQ2K,Kary Hendrixson,Engaging,2017-10-23,,,,
Y-corporation,,,,,,,,,,GTXPro,,,4Z84VV2P,Kary Hendrixson,Won,2017-10-23,2017-11-05,4382.0,,
Funholding,,,,,,,,,,GTX Plus Basic,,,DMYP7REE,Marty Freudenburg,Lost,2017-10-23,2017-11-19,0.0,,
Treequote,,,,,,,,,,GTX Plus Pro,,,1SKNSG2B,Marty Freudenburg,Won,2017-10-23,2017-10-30,5516.0,,
Finhigh,,,,,,,,,,GTX Plus Pro,,,G6MUC5R6,Versie Hillebrand,Lost,2017-10-23,2017-11-06,0.0,,
,,,,,,,,,,GTX Plus Pro,,,X7MN9ROG,Vicki Laflamme,Engaging,2017-10-23,,,,
Rantouch,,,,,,,,,,GTXPro,,,6445PW4Z,Vicki Laflamme,Lost,2017-10-23,2017-10-24,0.0,,
Condax,,,,,,,,,,MG Special,,,CUJIRCWV,Vicki Laflamme,Won,2017-10-23,2017-12-28,51.0,,
Groovestreet,,,,,,,,,,GTX Plus Basic,,,YSFFEUCQ,Zane Levy,Lost,2017-10-23,2017-10-28,0.0,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,OX0NE27G,Zane Levy,Won,2017-10-23,2017-10-31,1195.0,,
Mathtouch,,,,,,,,,,GTX Plus Basic,,,0B09WODM,Boris Faz,Lost,2017-10-24,2017-10-26,0.0,,
Silis,,,,,,,,,,GTX Plus Pro,,,FSC4A2HZ,Cassey Cress,Lost,2017-10-24,2017-10-25,0.0,,
Kinnamplus,,,,,,,,,,MG Advanced,,,YT5GLR6D,Cassey Cress,Won,2017-10-24,2017-11-02,3588.0,,
,,,,,,,,,,MG Special,,,S7UVZXM3,Corliss Cosme,Engaging,2017-10-24,,,,
Massive Dynamic,,,,,,,,,,GTX Plus Basic,,,KOPJOMQE,Daniell Hammack,Lost,2017-10-24,2017-10-29,0.0,,
Codehow,,,,,,,,,,GTX Plus Basic,,,AS2BKSCT,Darcel Schlecht,Lost,2017-10-24,2017-11-08,0.0,,
Stanredtax,,,,,,,,,,GTXPro,,,S3GVO59B,Darcel Schlecht,Won,2017-10-24,2017-12-01,5542.0,,
Finjob,,,,,,,,,,MG Advanced,,,L8POFR0T,James Ascencio,Won,2017-10-24,2017-12-31,3296.0,,
Domzoom,,,,,,,,,,GTX Plus Basic,,,RYF41KOV,Jonathan Berthelot,Lost,2017-10-24,2017-10-25,0.0,,
Betatech,,,,,,,,,,GTX Basic,,,MV7NPCI9,Jonathan Berthelot,Won,2017-10-24,2017-10-29,519.0,,
Betatech,,,,,,,,,,GTX Plus Basic,,,TSN98FPQ,Jonathan Berthelot,Won,2017-10-24,2017-10-25,1243.0,,
Fasehatice,,,,,,,,,,MG Advanced,,,SQW60VII,Kami Bicknell,Lost,2017-10-24,2017-10-26,0.0,,
Ron-tech,,,,,,,,,,GTX Plus Basic,,,PGG2DUPO,Lajuana Vencill,Won,2017-10-24,2017-10-31,1133.0,,
Hottechi,,,,,,,,,,GTX Basic,,,85U38YFD,Marty Freudenburg,Lost,2017-10-24,2017-12-24,0.0,,
Genco Pura Olive Oil Company,,,,,,,,,,MG Advanced,,,M7V7UJHZ,Marty Freudenburg,Lost,2017-10-24,2017-12-29,0.0,,
Dalttechnology,,,,,,,,,,GTX Plus Pro,,,S56NVD4M,Maureen Marcano,Won,2017-10-24,2017-11-10,4945.0,,
Treequote,,,,,,,,,,MG Advanced,,,Y34O7SKI,Versie Hillebrand,Lost,2017-10-24,2017-10-30,0.0,,
Cheers,,,,,,,,,,GTX Basic,,,DSY9VD0O,Vicki Laflamme,Won,2017-10-24,2017-10-26,535.0,,
,,,,,,,,,,GTX Basic,,,HWOBBZWQ,Wilburn Farren,Engaging,2017-10-24,,,,
Zoomit,,,,,,,,,,MG Advanced,,,6ZR7IUC4,Zane Levy,Lost,2017-10-24,2017-11-07,0.0,,
Cancity,,,,,,,,,,MG Special,,,8W9YXI59,Anna Snelling,Won,2017-10-25,2017-11-26,59.0,,
,,,,,,,,,,GTX Basic,,,OYH46MQB,Corliss Cosme,Engaging,2017-10-25,,,,
Condax,,,,,,,,,,GTX Basic,,,YEH9VQCD,Daniell Hammack,Won,2017-10-25,2017-10-27,526.0,,
Acme Corporation,,,,,,,,,,GTX Basic,,,35GT4NM9,Donn Cantrell,Won,2017-10-25,2017-11-05,586.0,,
Scottech,,,,,,,,,,MG Advanced,,,MICIJ00A,Gladys Colclough,Lost,2017-10-25,2017-10-27,0.0,,
Rundofase,,,,,,,,,,GTXPro,,,D4ABG4I1,Jonathan Berthelot,Won,2017-10-25,2017-11-10,4356.0,,
Condax,,,,,,,,,,GTX Basic,,,EMK9P63G,Markita Hansen,Won,2017-10-25,2017-10-26,566.0,,
,,,,,,,,,,MG Advanced,,,HXGDBNAV,Maureen Marcano,Engaging,2017-10-25,,,,
Hottechi,,,,,,,,,,GTX Basic,,,7GWM1WT0,Moses Frase,Won,2017-10-25,2017-12-30,537.0,,
The New York Inquirer,,,,,,,,,,MG Special,,,U0XWF9TW,Violet Mclelland,Won,2017-10-25,2017-12-21,47.0,,
Condax,,,,,,,,,,GTX Basic,,,E8L9I3QP,Zane Levy,Won,2017-10-25,2017-11-03,447.0,,
Domzoom,,,,,,,,,,GTX Plus Basic,,,63S5SNBC,Anna Snelling,Won,2017-10-26,2017-10-27,1103.0,,
Finhigh,,,,,,,,,,MG Special,,,3PIPAOVU,Anna Snelling,Won,2017-10-26,2017-12-28,57.0,,
Betasoloin,,,,,,,,,,GTX Basic,,,UBU4E17W,Cassey Cress,Lost,2017-10-26,2017-11-06,0.0,,
Hottechi,,,,,,,,,,GTX Plus Pro,,,99HAV7SY,Cecily Lampkin,Lost,2017-10-26,2017-11-24,0.0,,
Ontomedia,,,,,,,,,,GTXPro,,,UX9D17FS,Corliss Cosme,Won,2017-10-26,2017-11-04,4525.0,,
Isdom,,,,,,,,,,GTXPro,,,FL804BH8,Darcel Schlecht,Lost,2017-10-26,2017-10-30,0.0,,
Zumgoity,,,,,,,,,,GTXPro,,,RWR0W3U8,Darcel Schlecht,Lost,2017-10-26,2017-10-27,0.0,,
Fasehatice,,,,,,,,,,GTX Basic,,,8UU0I29V,Elease Gluck,Won,2017-10-26,2017-10-28,504.0,,
Dontechi,,,,,,,,,,GTXPro,,,89A54FHW,Gladys Colclough,Lost,2017-10-26,2017-10-27,0.0,,
Scottech,,,,,,,,,,GTXPro,,,UGAEAB27,Marty Freudenburg,Won,2017-10-26,2017-10-31,4377.0,,
Betatech,,,,,,,,,,MG Advanced,,,U2JI00ER,Marty Freudenburg,Won,2017-10-26,2017-10-27,3353.0,,
Kan-code,,,,,,,,,,GTX Plus Pro,,,56D231XJ,Maureen Marcano,Lost,2017-10-26,2017-10-31,0.0,,
Fasehatice,,,,,,,,,,MG Special,,,O2CFE5KX,Maureen Marcano,Won,2017-10-26,2017-11-03,50.0,,
Conecom,,,,,,,,,,GTX Basic,,,UCLGT98S,Niesha Huffines,Lost,2017-10-26,2017-10-30,0.0,,
,,,,,,,,,,GTX Basic,,,31IV2B9O,Vicki Laflamme,Engaging,2017-10-26,,,,
Blackzim,,,,,,,,,,GTX Basic,,,BZG9DI4Z,Vicki Laflamme,Lost,2017-10-26,2017-10-28,0.0,,
Groovestreet,,,,,,,,,,GTX Basic,,,E2R39451,Vicki Laflamme,Lost,2017-10-26,2017-10-27,0.0,,
Sunnamplex,,,,,,,,,,MG Advanced,,,KHQR5AKG,Vicki Laflamme,Lost,2017-10-26,2017-11-04,0.0,,
Ganjaflex,,,,,,,,,,GTX Basic,,,NMI79ZYT,Violet Mclelland,Lost,2017-10-26,2017-10-31,0.0,,
Zencorporation,,,,,,,,,,GTX Basic,,,RU3HH59R,Violet Mclelland,Lost,2017-10-26,2017-10-28,0.0,,
Gogozoom,,,,,,,,,,GTXPro,,,4D0K5T7T,Zane Levy,Engaging,2017-10-26,,,,
Rundofase,,,,,,,,,,GTX Plus Pro,,,IE1N4OUS,Anna Snelling,Won,2017-10-27,2017-12-07,5269.0,,
Bioplex,,,,,,,,,,GTXPro,,,A5IABHP1,Boris Faz,Won,2017-10-27,2017-10-28,5275.0,,
Xx-zobam,,,,,,,,,,GTX Plus Pro,,,FOFS0O2G,Cassey Cress,Lost,2017-10-27,2017-10-29,0.0,,
Conecom,,,,,,,,,,MG Advanced,,,66BQC4C9,Cecily Lampkin,Lost,2017-10-27,2017-11-07,0.0,,
Mathtouch,,,,,,,,,,GTX Basic,,,GXQJVJQT,Corliss Cosme,Won,2017-10-27,2017-10-29,601.0,,
Treequote,,,,,,,,,,GTK 500,,,PP4ZY6TZ,Darcel Schlecht,Lost,2017-10-27,2017-11-10,0.0,,
Finhigh,,,,,,,,,,MG Special,,,7TOPAQ9Y,Darcel Schlecht,Won,2017-10-27,2017-12-29,53.0,,
Groovestreet,,,,,,,,,,MG Special,,,7NJS374V,Elease Gluck,Won,2017-10-27,2017-11-10,46.0,,
Hatfan,,,,,,,,,,GTXPro,,,KKO2EFHS,James Ascencio,Lost,2017-10-27,2017-10-29,0.0,,
Treequote,,,,,,,,,,GTX Basic,,,PJJMVZAL,Jonathan Berthelot,Won,2017-10-27,2017-10-29,538.0,,
Plexzap,,,,,,,,,,MG Special,,,MFYR7SSG,Kami Bicknell,Won,2017-10-27,2017-12-15,53.0,,
Dontechi,,,,,,,,,,MG Advanced,,,F2F1LPTA,Lajuana Vencill,Won,2017-10-27,2017-11-03,3296.0,,
Doncon,,,,,,,,,,GTX Basic,,,QVP4LFVD,Markita Hansen,Lost,2017-10-27,2017-10-28,0.0,,
Isdom,,,,,,,,,,MG Advanced,,,7FZMWZJT,Marty Freudenburg,Won,2017-10-27,2017-11-07,3561.0,,
Singletechno,,,,,,,,,,GTX Plus Pro,,,8THGVJ52,Maureen Marcano,Won,2017-10-27,2017-11-06,5655.0,,
Domzoom,,,,,,,,,,GTX Basic,,,M827K2PI,Moses Frase,Won,2017-10-27,2017-12-14,656.0,,
Donquadtech,,,,,,,,,,MG Advanced,,,4ETZYSN3,Reed Clapper,Won,2017-10-27,2017-11-05,3258.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,SZDGWQLT,Rosalina Dieter,Won,2017-10-27,2017-11-12,577.0,,
Statholdings,,,,,,,,,,MG Special,,,YM5F751C,Versie Hillebrand,Won,2017-10-27,2017-10-28,50.0,,
Lexiqvolax,,,,,,,,,,GTX Basic,,,G7U0HP7Q,Vicki Laflamme,Lost,2017-10-27,2017-10-29,0.0,,
dambase,,,,,,,,,,MG Special,,,FRNGLIYS,Anna Snelling,Won,2017-10-28,2017-10-29,66.0,,
Gekko & Co,,,,,,,,,,GTX Plus Basic,,,OY08XJ2E,Corliss Cosme,Won,2017-10-28,2017-11-12,1079.0,,
Conecom,,,,,,,,,,MG Advanced,,,ZSZFPCYS,Darcel Schlecht,Lost,2017-10-28,2017-10-29,0.0,,
Donquadtech,,,,,,,,,,MG Advanced,,,BXCEXXP4,Donn Cantrell,Lost,2017-10-28,2017-11-03,0.0,,
Cheers,,,,,,,,,,GTK 500,,,H3K2E35I,Elease Gluck,Won,2017-10-28,2017-10-29,27971.0,,
,,,,,,,,,,GTX Plus Pro,,,P5C842B5,Kami Bicknell,Engaging,2017-10-28,,,,
Xx-holding,,,,,,,,,,GTX Basic,,,7EHJYKWE,Kary Hendrixson,Engaging,2017-10-28,,,,
Y-corporation,,,,,,,,,,GTX Basic,,,LB6S2ONR,Markita Hansen,Won,2017-10-28,2017-11-11,598.0,,
Statholdings,,,,,,,,,,MG Special,,,6BRNE2DV,Versie Hillebrand,Lost,2017-10-28,2017-10-29,0.0,,
J-Texon,,,,,,,,,,GTXPro,,,ST4H8MB7,Vicki Laflamme,Lost,2017-10-28,2017-10-29,0.0,,
Bluth Company,,,,,,,,,,MG Special,,,VMGCRSWP,Violet Mclelland,Won,2017-10-28,2017-11-14,61.0,,
Rantouch,,,,,,,,,,GTX Basic,,,4HJIT2B6,Zane Levy,Lost,2017-10-28,2017-11-07,0.0,,
Plusstrip,,,,,,,,,,MG Advanced,,,DJY7S9AI,Zane Levy,Won,2017-10-28,2017-11-12,3082.0,,
Gekko & Co,,,,,,,,,,GTX Basic,,,X6MHLE33,Cassey Cress,Lost,2017-10-29,2017-11-12,0.0,,
Ontomedia,,,,,,,,,,GTX Plus Pro,,,TLAWJR5V,Corliss Cosme,Won,2017-10-29,2017-11-11,5646.0,,
Codehow,,,,,,,,,,MG Advanced,,,SQ63LXS8,Darcel Schlecht,Lost,2017-10-29,2017-11-04,0.0,,
Codehow,,,,,,,,,,GTXPro,,,L3PLDC1Y,Darcel Schlecht,Won,2017-10-29,2017-10-30,4733.0,,
Cancity,,,,,,,,,,MG Advanced,,,HMG6NWSR,Gladys Colclough,Won,2017-10-29,2017-12-30,2931.0,,
Bioholding,,,,,,,,,,MG Special,,,KNH4ZX85,Jonathan Berthelot,Won,2017-10-29,2017-10-31,62.0,,
Konex,,,,,,,,,,MG Advanced,,,FV7Y3ZPO,Rosie Papadopoulos,Lost,2017-10-29,2017-11-03,0.0,,
Green-Plus,,,,,,,,,,GTXPro,,,DDQ0MDYY,Zane Levy,Won,2017-10-29,2017-10-31,4178.0,,
Kinnamplus,,,,,,,,,,GTXPro,,,HFER9GET,Cassey Cress,Won,2017-10-30,2017-11-04,5239.0,,
Acme Corporation,,,,,,,,,,GTX Plus Basic,,,0N11U6L3,Daniell Hammack,Engaging,2017-10-30,,,,
Treequote,,,,,,,,,,GTX Basic,,,005JS57S,Gladys Colclough,Won,2017-10-30,2017-11-11,539.0,,
,,,,,,,,,,MG Special,,,W5FH95XO,Hayden Neloms,Engaging,2017-10-30,,,,
Rangreen,,,,,,,,,,GTX Plus Basic,,,TWDNQ9TX,Jonathan Berthelot,Won,2017-10-30,2017-10-31,973.0,,
Statholdings,,,,,,,,,,MG Special,,,G289FPBV,Lajuana Vencill,Lost,2017-10-30,2017-10-31,0.0,,
Ganjaflex,,,,,,,,,,GTX Plus Pro,,,G9H0MWBL,Reed Clapper,Lost,2017-10-30,2017-10-31,0.0,,
Konex,,,,,,,,,,GTX Basic,,,P2YWZPES,Vicki Laflamme,Won,2017-10-30,2017-11-04,622.0,,
Sunnamplex,,,,,,,,,,GTX Plus Basic,,,NPGETEDZ,Zane Levy,Lost,2017-10-30,2017-11-15,0.0,,
Isdom,,,,,,,,,,MG Special,,,J5I6Y4RN,Anna Snelling,Lost,2017-10-31,2017-11-10,0.0,,
Condax,,,,,,,,,,MG Advanced,,,XRMOUF1R,Boris Faz,Won,2017-10-31,2017-11-07,4172.0,,
Umbrella Corporation,,,,,,,,,,GTXPro,,,TL0UILCV,Cassey Cress,Won,2017-10-31,2017-11-14,4529.0,,
Konex,,,,,,,,,,MG Advanced,,,FAS4V07H,Cassey Cress,Won,2017-10-31,2017-12-10,2695.0,,
Cancity,,,,,,,,,,GTXPro,,,3Z9AX43T,Darcel Schlecht,Lost,2017-10-31,2017-12-22,0.0,,
Conecom,,,,,,,,,,GTXPro,,,5JO7SIGB,Darcel Schlecht,Lost,2017-10-31,2017-11-10,0.0,,
Ganjaflex,,,,,,,,,,GTX Basic,,,8MQPNCCU,Donn Cantrell,Won,2017-10-31,2017-11-09,486.0,,
Plussunin,,,,,,,,,,GTX Basic,,,2DT70XCQ,Donn Cantrell,Won,2017-10-31,2017-11-08,450.0,,
,,,,,,,,,,MG Special,,,O1SCOU11,Elease Gluck,Engaging,2017-10-31,,,,
Finjob,,,,,,,,,,MG Special,,,HYBR36NG,Elease Gluck,Lost,2017-10-31,2017-11-09,0.0,,
Ontomedia,,,,,,,,,,GTX Plus Pro,,,WXOL5HTS,Garret Kinder,Won,2017-10-31,2017-11-08,6818.0,,
Condax,,,,,,,,,,MG Advanced,,,F15SU034,Gladys Colclough,Won,2017-10-31,2017-12-21,3298.0,,
,,,,,,,,,,GTXPro,,,OMCFUDOU,James Ascencio,Engaging,2017-10-31,,,,
Goodsilron,,,,,,,,,,GTX Plus Pro,,,KLBW3TOH,Kami Bicknell,Won,2017-10-31,2017-11-09,5512.0,,
Kan-code,,,,,,,,,,GTX Plus Pro,,,ESNS1OS9,Kami Bicknell,Won,2017-10-31,2017-11-07,4742.0,,
Y-corporation,,,,,,,,,,GTX Basic,,,HDUZC4G9,Kary Hendrixson,Won,2017-10-31,2017-11-02,653.0,,
Conecom,,,,,,,,,,GTX Plus Basic,,,1629C4UW,Lajuana Vencill,Lost,2017-10-31,2017-11-10,0.0,,
Dalttechnology,,,,,,,,,,MG Advanced,,,0OXJ2HOP,Markita Hansen,Won,2017-10-31,2017-11-11,4058.0,,
Condax,,,,,,,,,,GTX Basic,,,RCGBY4IA,Reed Clapper,Won,2017-10-31,2017-11-01,553.0,,
Xx-zobam,,,,,,,,,,GTX Plus Pro,,,8R0HTKUK,Rosie Papadopoulos,Lost,2017-10-31,2017-11-07,0.0,,
Kan-code,,,,,,,,,,MG Special,,,W2ZRP2EC,Vicki Laflamme,Lost,2017-10-31,2017-11-03,0.0,,
,,,,,,,,,,GTX Plus Pro,,,HN6TZPAF,Wilburn Farren,Engaging,2017-10-31,,,,
Kan-code,,,,,,,,,,GTX Plus Basic,,,AEH9XJ3T,Cassey Cress,Lost,2017-11-01,2017-11-13,0.0,,
Globex Corporation,,,,,,,,,,GTX Plus Pro,,,X3DSI0TQ,Cecily Lampkin,Lost,2017-11-01,2017-11-15,0.0,,
Isdom,,,,,,,,,,GTX Plus Pro,,,MG3X7625,Cecily Lampkin,Won,2017-11-01,2017-12-22,5504.0,,
Betatech,,,,,,,,,,MG Special,,,8JR8LXEU,Gladys Colclough,Won,2017-11-01,2017-11-05,53.0,,
Treequote,,,,,,,,,,GTX Basic,,,KMRR1P94,Jonathan Berthelot,Lost,2017-11-01,2017-11-17,0.0,,
Fasehatice,,,,,,,,,,MG Advanced,,,JRCD2VQY,Kami Bicknell,Won,2017-11-01,2017-11-06,3064.0,,
Rantouch,,,,,,,,,,MG Advanced,,,FXKBY5FR,Maureen Marcano,Won,2017-11-01,2017-11-14,2866.0,,
Goodsilron,,,,,,,,,,GTX Basic,,,8415S7ZV,Vicki Laflamme,Lost,2017-11-01,2017-11-06,0.0,,
Xx-holding,,,,,,,,,,GTX Plus Pro,,,UZ83LE9X,Vicki Laflamme,Lost,2017-11-01,2017-11-10,0.0,,
Lexiqvolax,,,,,,,,,,GTX Plus Basic,,,GIDII30C,Vicki Laflamme,Won,2017-11-01,2017-11-10,960.0,,
Nam-zim,,,,,,,,,,MG Special,,,IVVBVNDH,Vicki Laflamme,Won,2017-11-01,2017-11-02,55.0,,
,,,,,,,,,,MG Special,,,854QZNWK,Violet Mclelland,Engaging,2017-11-01,,,,
Donquadtech,,,,,,,,,,GTXPro,,,FBKK68G6,Boris Faz,Won,2017-11-02,2017-11-07,4155.0,,
,,,,,,,,,,MG Special,,,46UHJGY0,Corliss Cosme,Engaging,2017-11-02,,,,
Condax,,,,,,,,,,GTX Plus Basic,,,SSSTYFDY,Daniell Hammack,Lost,2017-11-02,2017-11-05,0.0,,
Bubba Gump,,,,,,,,,,GTX Basic,,,VSMB0KJW,Donn Cantrell,Won,2017-11-02,2017-11-28,532.0,,
Cancity,,,,,,,,,,GTX Basic,,,UVS5WJRG,Jonathan Berthelot,Won,2017-11-02,2017-11-03,479.0,,
Xx-holding,,,,,,,,,,GTX Basic,,,MOBO9N8H,Kami Bicknell,Lost,2017-11-02,2017-11-07,0.0,,
,,,,,,,,,,GTXPro,,,N2249A7T,Markita Hansen,Engaging,2017-11-02,,,,
Xx-holding,,,,,,,,,,GTXPro,,,5HHFR0VZ,Markita Hansen,Won,2017-11-02,2017-11-29,4521.0,,
Ganjaflex,,,,,,,,,,GTX Basic,,,0DYZ71WX,Reed Clapper,Won,2017-11-02,2017-11-16,585.0,,
Sunnamplex,,,,,,,,,,GTX Basic,,,Q1Q3D9BZ,Vicki Laflamme,Lost,2017-11-02,2017-11-07,0.0,,
Sonron,,,,,,,,,,GTX Basic,,,9KV5GM4U,Vicki Laflamme,Won,2017-11-02,2017-11-06,430.0,,
Codehow,,,,,,,,,,GTXPro,,,6X24V0NC,Darcel Schlecht,Lost,2017-11-03,2017-11-09,0.0,,
Genco Pura Olive Oil Company,,,,,,,,,,GTX Basic,,,IIZV9WFC,Jonathan Berthelot,Won,2017-11-03,2017-12-02,577.0,,
,,,,,,,,,,GTX Basic,,,E1LFK6E3,Kami Bicknell,Engaging,2017-11-03,,,,
Zoomit,,,,,,,,,,GTX Plus Basic,,,XSEG5T4H,Markita Hansen,Engaging,2017-11-03,,,,
Treequote,,,,,,,,,,GTXPro,,,WTZ2AHNW,Marty Freudenburg,Won,2017-11-03,2017-12-18,4591.0,,
Groovestreet,,,,,,,,,,GTX Basic,,,RQ5FNR4O,Maureen Marcano,Won,2017-11-03,2017-11-18,662.0,,
Plusstrip,,,,,,,,,,GTX Plus Pro,,,9BZBU2GY,Maureen Marcano,Won,2017-11-03,2017-12-31,5091.0,,
Plussunin,,,,,,,,,,GTX Plus Pro,,,1FMCUSFS,Boris Faz,Won,2017-11-04,2017-12-08,5737.0,,
Inity,,,,,,,,,,GTXPro,,,WJO52I18,Cassey Cress,Engaging,2017-11-04,,,,
Donquadtech,,,,,,,,,,GTX Basic,,,ZQSSHSL7,Cassey Cress,Won,2017-11-04,2017-11-06,583.0,,
Hottechi,,,,,,,,,,GTXPro,,,SWYO7V7O,Darcel Schlecht,Lost,2017-11-04,2017-11-08,0.0,,
Sunnamplex,,,,,,,,,,GTX Plus Pro,,,62UFJ4IQ,James Ascencio,Won,2017-11-04,2017-11-10,5031.0,,
Zencorporation,,,,,,,,,,GTXPro,,,SQ71BWHG,Kary Hendrixson,Engaging,2017-11-04,,,,
,,,,,,,,,,GTXPro,,,ON821ADT,Markita Hansen,Engaging,2017-11-04,,,,
Rangreen,,,,,,,,,,GTXPro,,,ZO4FDMPS,Marty Freudenburg,Lost,2017-11-04,2017-11-05,0.0,,
,,,,,,,,,,GTX Plus Pro,,,T7N0RX05,Maureen Marcano,Engaging,2017-11-04,,,,
Plussunin,,,,,,,,,,GTXPro,,,D9LUG4D8,Reed Clapper,Won,2017-11-04,2017-11-21,4237.0,,
Konex,,,,,,,,,,GTX Plus Pro,,,M23VU0A9,Rosie Papadopoulos,Lost,2017-11-04,2017-11-14,0.0,,
,,,,,,,,,,GTX Basic,,,RN67OVFW,Zane Levy,Engaging,2017-11-04,,,,
Fasehatice,,,,,,,,,,GTX Basic,,,YAVTI45C,Zane Levy,Won,2017-11-04,2017-12-12,481.0,,
Betatech,,,,,,,,,,GTX Basic,,,XZUEXEUH,Anna Snelling,Won,2017-11-05,2017-11-09,480.0,,
,,,,,,,,,,MG Special,,,IBB0VGUN,Cassey Cress,Engaging,2017-11-05,,,,
,,,,,,,,,,MG Advanced,,,0CR37ETK,Corliss Cosme,Engaging,2017-11-05,,,,
Iselectrics,,,,,,,,,,GTX Basic,,,MA56XGWR,Daniell Hammack,Engaging,2017-11-05,,,,
Nam-zim,,,,,,,,,,MG Special,,,6Z3EP424,Elease Gluck,Won,2017-11-05,2017-11-16,51.0,,
Cancity,,,,,,,,,,GTX Basic,,,VPIXVUUE,Gladys Colclough,Lost,2017-11-05,2017-11-16,0.0,,
Gogozoom,,,,,,,,,,MG Special,,,F98UFHM2,Gladys Colclough,Won,2017-11-05,2017-12-31,52.0,,
,,,,,,,,,,GTX Plus Pro,,,NNNEMOZ5,James Ascencio,Engaging,2017-11-05,,,,
Sunnamplex,,,,,,,,,,GTX Plus Basic,,,JB7JEEI5,James Ascencio,Won,2017-11-05,2017-11-22,1218.0,,
Plusstrip,,,,,,,,,,GTX Plus Pro,,,FQP39JQV,Kary Hendrixson,Won,2017-11-05,2017-11-12,5681.0,,
Dontechi,,,,,,,,,,MG Advanced,,,PWW6TH3V,Marty Freudenburg,Lost,2017-11-05,2017-11-17,0.0,,
Massive Dynamic,,,,,,,,,,MG Special,,,KXEZ5B3Q,Reed Clapper,Lost,2017-11-05,2017-11-17,0.0,,
Konex,,,,,,,,,,GTX Plus Pro,,,3UA6O3NG,Reed Clapper,Won,2017-11-05,2017-11-07,6767.0,,
,,,,,,,,,,GTXPro,,,QD7MU7DD,Rosie Papadopoulos,Engaging,2017-11-05,,,,
Cancity,,,,,,,,,,MG Special,,,3ML02CAH,Versie Hillebrand,Won,2017-11-05,2017-11-11,61.0,,
Opentech,,,,,,,,,,MG Special,,,T7AHYN7O,Violet Mclelland,Lost,2017-11-05,2017-11-21,0.0,,
Scotfind,,,,,,,,,,MG Special,,,9BMWYLQV,Zane Levy,Won,2017-11-05,2017-11-17,62.0,,
Bluth Company,,,,,,,,,,GTX Plus Pro,,,I5VHXAWW,Boris Faz,Engaging,2017-11-06,,,,
Betatech,,,,,,,,,,GTXPro,,,76ZQP7QY,Darcel Schlecht,Lost,2017-11-06,2017-11-07,0.0,,
Faxquote,,,,,,,,,,GTX Plus Basic,,,DP7QR35U,Elease Gluck,Lost,2017-11-06,2017-11-07,0.0,,
Konmatfix,,,,,,,,,,MG Special,,,VAD1MF34,Gladys Colclough,Won,2017-11-06,2017-12-19,48.0,,
Golddex,,,,,,,,,,GTX Basic,,,J9PCNCUP,Kary Hendrixson,Engaging,2017-11-06,,,,
Funholding,,,,,,,,,,GTXPro,,,6AA52750,Niesha Huffines,Lost,2017-11-06,2017-11-13,0.0,,
,,,,,,,,,,MG Special,,,1BW8S7JD,Violet Mclelland,Engaging,2017-11-06,,,,
Stanredtax,,,,,,,,,,GTX Plus Basic,,,WOD9UKMP,Cecily Lampkin,Won,2017-11-07,2017-11-18,1059.0,,
,,,,,,,,,,GTXPro,,,C2FSIMZP,Corliss Cosme,Engaging,2017-11-07,,,,
Konmatfix,,,,,,,,,,GTXPro,,,T482GHJQ,Darcel Schlecht,Won,2017-11-07,2017-12-20,5031.0,,
dambase,,,,,,,,,,GTX Basic,,,JFIL5JU0,Lajuana Vencill,Won,2017-11-07,2017-12-22,557.0,,
Bluth Company,,,,,,,,,,MG Advanced,,,3GVL1I1G,Rosie Papadopoulos,Won,2017-11-07,2017-11-14,3426.0,,
